Clavage	N	Type	abundance	subject_id
False	830	V	201	IGHV3-30
True	830	D left	201	IGHD3-3
True	830	D right	201	IGHD3-3
True	830	J	201	IGHJ6
False	831	V	77	IGHV3-53
True	831	D left	77	IGHD1-26
True	831	D right	77	IGHD1-26
True	831	J	77	IGHJ6
False	832	V	8	IGHV1-69
True	832	D left	8	IGHD3-3
True	832	D right	8	IGHD3-3
True	832	J	8	IGHJ4
False	833	V	14	IGHV1-8
True	833	D left	14	IGHD2-15
True	833	D right	14	IGHD2-15
True	833	J	14	IGHJ5
True	834	V	70	IGHV3-23
True	834	D left	70	IGHD3-3
True	834	D right	70	IGHD3-3
True	834	J	70	IGHJ5
True	835	V	6	IGHV3-9
True	835	D left	6	IGHD2-15
True	835	D right	6	IGHD2-15
False	835	J	6	IGHJ4
True	836	V	43	IGHV3-48
True	836	D left	43	IGHD2-21
True	836	D right	43	IGHD2-21
True	837	V	16	IGHV3-23
True	837	D left	16	IGHD3-10
True	837	D right	16	IGHD3-10
True	837	J	16	IGHJ4
False	838	V	6	IGHV3-30
True	838	D left	6	IGHD1-20
True	838	D right	6	IGHD1-20
True	838	J	6	IGHJ6
False	839	V	9	IGHV4-39
True	839	D left	9	IGHD2-8
True	839	D right	9	IGHD2-8
True	839	J	9	IGHJ6
True	840	V	71	IGHV4-39
True	840	D left	71	IGHD5-5
False	840	D right	71	IGHD5-5
True	840	J	71	IGHJ5
True	841	V	93	IGHV3-48
True	841	D left	93	IGHD6-13
True	841	D right	93	IGHD6-13
True	841	J	93	IGHJ6
True	842	V	27	IGHV4-39
True	842	D left	27	IGHD3-22
True	842	D right	27	IGHD3-22
True	842	J	27	IGHJ4
True	843	V	98	IGHV3-64D
True	843	D left	98	IGHD1-26
False	843	D right	98	IGHD1-26
True	843	J	98	IGHJ4
False	844	V	29	IGHV3-48
True	844	D left	29	IGHD1-1
True	844	D right	29	IGHD1-1
True	844	J	29	IGHJ4
False	845	V	12	IGHV1-18
False	845	D left	12	IGHD1-26
True	845	D right	12	IGHD1-26
False	845	J	12	IGHJ6
True	846	V	77	IGHV3-48
True	846	D left	77	IGHD2-21
True	846	D right	77	IGHD2-21
True	846	J	77	IGHJ6
True	847	V	19	IGHV3-30
False	847	D left	19	IGHD4-17
True	847	D right	19	IGHD4-17
True	847	J	19	IGHJ4
False	848	V	16	IGHV3-30-3
True	848	D left	16	IGHD3-16
True	848	D right	16	IGHD3-16
False	848	J	16	IGHJ4
False	849	V	5	IGHV3-30
True	849	D left	5	IGHD5-5
True	849	D right	5	IGHD5-5
True	849	J	5	IGHJ6
False	850	V	22	IGHV3-30
True	850	D left	22	IGHD2-15
False	850	D right	22	IGHD2-15
True	850	J	22	IGHJ6
True	851	V	13	IGHV3-9
True	851	D left	13	IGHD3-10
True	851	D right	13	IGHD3-10
True	851	J	13	IGHJ6
False	852	V	29	IGHV4-39
True	852	D left	29	IGHD5-12
True	852	D right	29	IGHD5-12
True	852	J	29	IGHJ4
False	853	V	20	IGHV3-23
True	853	D left	20	IGHD2-2
True	853	D right	20	IGHD2-2
True	853	J	20	IGHJ6
True	854	V	57	IGHV4-34
False	854	D left	57	IGHD3-3
True	854	D right	57	IGHD3-3
True	854	J	57	IGHJ4
True	855	V	59	IGHV1-8
True	855	D left	59	IGHD2-21
True	855	D right	59	IGHD2-21
True	855	J	59	IGHJ6
True	856	V	15	IGHV3-66
True	856	J	15	IGHJ4
False	857	V	62	IGHV4-b
True	857	D left	62	IGHD1-26
False	857	D right	62	IGHD1-26
True	857	J	62	IGHJ5
False	858	V	22	IGHV3-53
True	858	D left	22	IGHD5-24
True	858	D right	22	IGHD5-24
True	858	J	22	IGHJ6
True	859	V	12	IGHV3-49
True	859	D left	12	IGHD3-16
True	859	D right	12	IGHD3-16
True	859	J	12	IGHJ4
False	860	V	40	IGHV4-b
True	860	D left	40	IGHD2-15
True	860	D right	40	IGHD2-15
True	860	J	40	IGHJ4
False	861	V	22	IGHV1-2
True	861	D left	22	IGHD3-16
True	861	D right	22	IGHD3-16
True	861	J	22	IGHJ5
True	862	V	380	IGHV3-49
True	862	D left	380	IGHD3-22
True	862	D right	380	IGHD3-22
True	862	J	380	IGHJ5
False	863	V	50	IGHV4-31
True	863	D left	50	IGHD2-2
True	863	D right	50	IGHD2-2
True	863	J	50	IGHJ5
True	864	V	68	IGHV3-15
True	864	D left	68	IGHD2-8
True	864	D right	68	IGHD2-8
True	864	J	68	IGHJ5
True	865	V	66	IGHV4-59
True	865	D left	66	IGHD1-26
True	865	D right	66	IGHD1-26
True	865	J	66	IGHJ4
True	866	V	65	IGHV3-48
True	866	D left	65	IGHD2-21
True	866	D right	65	IGHD2-21
True	867	V	12	IGHV3-30
True	867	D left	12	IGHD2/OR15-2b
True	867	D right	12	IGHD2/OR15-2b
True	867	J	12	IGHJ4
False	868	V	31	IGHV1-18
True	868	D left	31	IGHD3-22
True	868	D right	31	IGHD3-22
True	868	J	31	IGHJ3
True	869	V	16	IGHV1-69
True	869	D left	16	IGHD6-13
False	869	D right	16	IGHD6-13
True	869	J	16	IGHJ6
True	870	V	34	IGHV1-18
True	870	D left	34	IGHD4-17
True	870	D right	34	IGHD4-17
True	870	J	34	IGHJ4
True	871	V	13	IGHV3-7
True	871	D left	13	IGHD1-20
True	871	D right	13	IGHD1-20
True	871	J	13	IGHJ4
True	872	V	159	IGHV3-49
True	872	D left	159	IGHD3-22
True	872	D right	159	IGHD3-22
True	872	J	159	IGHJ5
True	873	V	63	IGHV3-23
True	873	D left	63	IGHD3-10
True	873	D right	63	IGHD3-10
True	873	J	63	IGHJ6
True	874	V	22	IGHV5-51
True	874	D left	22	IGHD6-13
False	874	D right	22	IGHD6-13
True	874	J	22	IGHJ5
True	875	V	351	IGHV1-2
False	875	D left	351	IGHD1-1
True	875	D right	351	IGHD1-1
True	875	J	351	IGHJ4
False	876	V	37	IGHV1-2
True	876	D left	37	IGHD5-12
True	876	D right	37	IGHD5-12
True	876	J	37	IGHJ4
False	877	V	47	IGHV3-74
True	877	D left	47	IGHD1-7
True	877	D right	47	IGHD1-7
True	877	J	47	IGHJ4
True	878	V	41	IGHV3-48
True	878	D left	41	IGHD1-1
True	878	D right	41	IGHD1-1
True	878	J	41	IGHJ4
False	879	V	52	IGHV4-b
True	879	D left	52	IGHD3-3
True	879	D right	52	IGHD3-3
True	879	J	52	IGHJ2
False	880	V	13	IGHV3-30-3
True	880	D left	13	IGHD2-2
True	880	D right	13	IGHD2-2
True	880	J	13	IGHJ4
True	881	V	9	IGHV3-23
True	881	D left	9	IGHD2-2
True	881	D right	9	IGHD2-2
True	882	V	77	IGHV3-30
True	882	D left	77	IGHD1-26
True	882	D right	77	IGHD1-26
True	882	J	77	IGHJ6
False	883	V	24	IGHV4-b
True	883	D left	24	IGHD3-10
True	883	D right	24	IGHD3-10
False	883	J	24	IGHJ5
False	884	V	44	IGHV1-2
True	884	D left	44	IGHD4-11
False	884	D right	44	IGHD4-11
True	884	J	44	IGHJ6
True	885	V	51	IGHV1-46
True	885	D left	51	IGHD6-6
False	885	D right	51	IGHD6-6
False	885	J	51	IGHJ6
False	886	V	27	IGHV3-53
True	886	D left	27	IGHD1-26
True	886	D right	27	IGHD1-26
True	886	J	27	IGHJ4
True	887	V	44	IGHV4-34
True	887	D left	44	IGHD6-19
True	887	D right	44	IGHD6-19
True	887	J	44	IGHJ4
True	888	V	110	IGHV3-48
True	888	D left	110	IGHD2-21
True	888	D right	110	IGHD2-21
True	888	J	110	IGHJ6
False	889	V	15	IGHV3-23
True	889	D left	15	IGHD3-22
True	889	D right	15	IGHD3-22
True	889	J	15	IGHJ4
True	890	V	29	IGHV5-51
True	890	D left	29	IGHD3-9
True	890	D right	29	IGHD3-9
False	890	J	29	IGHJ4
True	891	V	82	IGHV4-39
True	891	D left	82	IGHD6-13
True	891	D right	82	IGHD6-13
True	891	J	82	IGHJ6
False	892	V	18	IGHV3-30
True	892	D left	18	IGHD5-5
True	892	D right	18	IGHD5-5
True	892	J	18	IGHJ4
True	893	V	26	IGHV4-39
True	893	D left	26	IGHD2/OR15-2b
True	893	D right	26	IGHD2/OR15-2b
False	893	J	26	IGHJ4
True	894	V	350	IGHV3-7
True	894	D left	350	IGHD2/OR15-2b
True	894	D right	350	IGHD2/OR15-2b
True	894	J	350	IGHJ5
False	895	V	27	IGHV1-8
True	895	D left	27	IGHD2-15
True	895	D right	27	IGHD2-15
True	895	J	27	IGHJ4
False	896	V	19	IGHV3-66
True	896	D left	19	IGHD4-11
True	896	D right	19	IGHD4-11
True	896	J	19	IGHJ6
True	897	V	24	IGHV4-4
True	897	D left	24	IGHD2-15
True	897	D right	24	IGHD2-15
True	897	J	24	IGHJ4
False	898	V	22	IGHV1-2
True	898	D left	22	IGHD3-3
True	898	D right	22	IGHD3-3
False	898	J	22	IGHJ4
True	899	V	13	IGHV4-39
True	899	D left	13	IGHD6-13
False	899	D right	13	IGHD6-13
False	899	J	13	IGHJ4
True	900	V	20	IGHV1-8
True	900	D left	20	IGHD6-19
True	900	D right	20	IGHD6-19
True	900	J	20	IGHJ5
False	901	V	141	IGHV3-33
True	901	D left	141	IGHD7-27
False	901	D right	141	IGHD7-27
True	901	J	141	IGHJ5
False	902	V	462	IGHV3-53
True	902	D left	462	IGHD1-14
True	902	D right	462	IGHD1-14
True	902	J	462	IGHJ5
True	903	V	83	IGHV1-69
True	903	D left	83	IGHD4-17
False	903	D right	83	IGHD4-17
True	903	J	83	IGHJ4
False	904	V	152	IGHV3-30
True	904	D left	152	IGHD2-15
True	904	D right	152	IGHD2-15
True	905	V	134	IGHV3-33
True	905	D left	134	IGHD3-22
True	905	D right	134	IGHD3-22
True	906	V	47	IGHV4-39
True	906	D left	47	IGHD4-11
True	906	D right	47	IGHD4-11
False	906	J	47	IGHJ5
True	907	V	65	IGHV4-39
True	907	D left	65	IGHD5-5
False	907	D right	65	IGHD5-5
True	907	J	65	IGHJ6
False	908	V	168	IGHV3-53
True	908	D left	168	IGHD1-26
True	908	D right	168	IGHD1-26
True	908	J	168	IGHJ4
False	909	V	47	IGHV3-23
True	909	D left	47	IGHD2-8
True	909	D right	47	IGHD2-8
True	909	J	47	IGHJ4
True	910	V	20	IGHV3-30
False	910	D left	20	IGHD3-10
True	910	D right	20	IGHD3-10
True	910	J	20	IGHJ6
True	911	V	6	IGHV3-23
True	911	D left	6	IGHD2-2
True	911	D right	6	IGHD2-2
True	911	J	6	IGHJ5
True	912	V	44	IGHV1-69
True	912	D left	44	IGHD3-22
True	912	D right	44	IGHD3-22
True	912	J	44	IGHJ4
True	913	V	30	IGHV1-69
True	913	D left	30	IGHD2-2
True	913	D right	30	IGHD2-2
True	913	J	30	IGHJ6
True	914	V	33	IGHV4-59
True	914	D left	33	IGHD5-5
True	914	D right	33	IGHD5-5
True	914	J	33	IGHJ6
False	915	V	7	IGHV4-b
True	915	D left	7	IGHD2-8
True	915	D right	7	IGHD2-8
False	915	J	7	IGHJ4
False	916	V	142	IGHV4-59
True	916	J	142	IGHJ6
False	917	V	381	IGHV1-8
True	917	D left	381	IGHD6-19
True	917	D right	381	IGHD6-19
True	918	V	84	IGHV3-30-3
True	918	D left	84	IGHD6-19
False	918	D right	84	IGHD6-19
True	918	J	84	IGHJ4
False	919	V	11	IGHV3-11
True	919	D left	11	IGHD2-15
True	919	D right	11	IGHD2-15
True	919	J	11	IGHJ4
False	920	V	25	IGHV4-4
True	920	D left	25	IGHD2-15
False	920	D right	25	IGHD2-15
True	920	J	25	IGHJ4
True	921	V	98	IGHV4-39
True	921	D left	98	IGHD2-21
True	921	D right	98	IGHD2-21
True	921	J	98	IGHJ4
True	922	V	52	IGHV1-2
True	922	D left	52	IGHD4-11
True	922	D right	52	IGHD4-11
True	922	J	52	IGHJ6
True	923	V	27	IGHV4-34
True	923	D left	27	IGHD6-13
True	923	D right	27	IGHD6-13
True	923	J	27	IGHJ4
False	924	V	114	IGHV3-30-3
True	924	D left	114	IGHD3-16
True	924	D right	114	IGHD3-16
True	924	J	114	IGHJ6
False	925	V	42	IGHV1-2
True	925	D left	42	IGHD1-26
True	925	D right	42	IGHD1-26
True	925	J	42	IGHJ4
True	926	V	32	IGHV5-51
True	926	D left	32	IGHD6-19
True	926	D right	32	IGHD6-19
True	926	J	32	IGHJ4
True	927	V	37	IGHV6-1
True	927	D left	37	IGHD3-10
True	927	D right	37	IGHD3-10
False	927	J	37	IGHJ4
False	928	V	46	IGHV1-69
True	928	D left	46	IGHD2-15
True	928	D right	46	IGHD2-15
True	928	J	46	IGHJ6
False	929	V	8	IGHV3-23
True	929	D left	8	IGHD6-19
False	929	D right	8	IGHD6-19
False	929	J	8	IGHJ4
True	930	V	373	IGHV4-30-2
True	930	D left	373	IGHD1-26
True	930	D right	373	IGHD1-26
True	930	J	373	IGHJ6
True	931	V	37	IGHV1-69
True	931	D left	37	IGHD2-2
True	931	D right	37	IGHD2-2
True	931	J	37	IGHJ6
False	932	V	81	IGHV4-39
True	932	D left	81	IGHD3-10
True	932	D right	81	IGHD3-10
True	932	J	81	IGHJ5
False	933	V	133	IGHV3-30-3
True	933	D left	133	IGHD2-2
True	933	D right	133	IGHD2-2
True	933	J	133	IGHJ6
False	934	V	17	IGHV3-72
True	934	D left	17	IGHD4-17
True	934	D right	17	IGHD4-17
True	934	J	17	IGHJ5
True	935	V	41	IGHV4-34
True	935	D left	41	IGHD3-22
True	935	D right	41	IGHD3-22
True	935	J	41	IGHJ6
True	936	V	28	IGHV1-24
True	936	D left	28	IGHD6-13
True	936	D right	28	IGHD6-13
False	936	J	28	IGHJ6
True	937	V	10	IGHV4-59
True	937	D left	10	IGHD1-7
True	937	D right	10	IGHD1-7
True	937	J	10	IGHJ6
True	938	V	40	IGHV1-69
True	938	D left	40	IGHD2-21
True	938	D right	40	IGHD2-21
True	938	J	40	IGHJ4
False	939	V	75	IGHV1-3
True	939	D left	75	IGHD1-20
True	939	D right	75	IGHD1-20
True	939	J	75	IGHJ6
True	940	V	89	IGHV3-9
True	940	D left	89	IGHD3-10
True	940	D right	89	IGHD3-10
True	940	J	89	IGHJ6
False	941	V	27	IGHV4-39
True	941	D left	27	IGHD6-13
True	941	D right	27	IGHD6-13
True	941	J	27	IGHJ6
False	942	V	35	IGHV5-a
True	942	D left	35	IGHD3-22
True	942	D right	35	IGHD3-22
True	942	J	35	IGHJ4
True	943	V	80	IGHV1-18
False	943	D left	80	IGHD5-12
True	943	D right	80	IGHD5-12
False	943	J	80	IGHJ6
False	944	V	14	IGHV4-30-4
True	944	D left	14	IGHD3-16
True	944	D right	14	IGHD3-16
False	944	J	14	IGHJ4
True	945	V	157	IGHV3-49
True	945	D left	157	IGHD3-22
True	945	D right	157	IGHD3-22
True	945	J	157	IGHJ5
False	946	V	177	IGHV3-21
True	946	D left	177	IGHD3-10
True	946	D right	177	IGHD3-10
True	946	J	177	IGHJ4
False	947	V	15	IGHV1-69
True	947	D left	15	IGHD5-24
True	947	D right	15	IGHD5-24
False	947	J	15	IGHJ4
True	948	V	42	IGHV2-5
True	948	D left	42	IGHD3-10
True	948	D right	42	IGHD3-10
True	948	J	42	IGHJ5
True	949	V	10	IGHV5-a
True	949	D left	10	IGHD3-22
False	949	D right	10	IGHD3-22
True	949	J	10	IGHJ5
False	950	V	37	IGHV1-69
False	950	D left	37	IGHD6-6
True	950	D right	37	IGHD6-6
True	950	J	37	IGHJ5
False	951	V	30	IGHV1-69
True	951	D left	30	IGHD6-19
True	951	D right	30	IGHD6-19
True	951	J	30	IGHJ5
True	952	V	51	IGHV4-34
True	952	D left	51	IGHD6-19
True	952	D right	51	IGHD6-19
True	952	J	51	IGHJ4
False	953	V	23	IGHV4-b
True	953	D left	23	IGHD1-26
True	953	D right	23	IGHD1-26
False	953	J	23	IGHJ4
False	954	V	16	IGHV3-7
True	954	D left	16	IGHD1-7
False	954	D right	16	IGHD1-7
True	954	J	16	IGHJ6
True	955	V	70	IGHV1-24
True	955	D left	70	IGHD3-16
True	955	D right	70	IGHD3-16
True	955	J	70	IGHJ5
False	956	V	21	IGHV4-34
True	956	D left	21	IGHD3-10
True	956	D right	21	IGHD3-10
True	956	J	21	IGHJ6
True	957	V	13	IGHV3-43
True	957	D left	13	IGHD3-22
False	957	D right	13	IGHD3-22
True	957	J	13	IGHJ6
False	958	V	5	IGHV3-23
True	958	D left	5	IGHD2-15
True	958	D right	5	IGHD2-15
True	958	J	5	IGHJ4
False	959	V	19	IGHV4-34
True	959	D left	19	IGHD1-26
True	959	D right	19	IGHD1-26
True	959	J	19	IGHJ4
True	960	V	149	IGHV3-23
True	960	D left	149	IGHD3-22
True	960	D right	149	IGHD3-22
True	960	J	149	IGHJ1
False	961	V	219	IGHV1-2
False	961	D left	219	IGHD1-26
True	961	D right	219	IGHD1-26
True	961	J	219	IGHJ4
True	962	V	24	IGHV1-69
False	962	D left	24	IGHD5-5
False	962	D right	24	IGHD5-5
False	962	J	24	IGHJ4
True	963	V	44	IGHV4-34
True	963	D left	44	IGHD2-2
True	963	D right	44	IGHD2-2
True	963	J	44	IGHJ5
True	964	V	54	IGHV4-59
True	964	D left	54	IGHD5-12
True	964	D right	54	IGHD5-12
True	964	J	54	IGHJ4
False	965	V	88	IGHV4-34
True	965	D left	88	IGHD6-19
True	965	D right	88	IGHD6-19
True	965	J	88	IGHJ5
False	966	V	16	IGHV1-8
True	966	D left	16	IGHD3-3
True	966	D right	16	IGHD3-3
True	966	J	16	IGHJ4
True	967	V	12	IGHV3-23
True	967	D left	12	IGHD3-22
True	967	D right	12	IGHD3-22
True	967	J	12	IGHJ2
False	968	V	98	IGHV3-7
True	968	D left	98	IGHD6-19
False	968	D right	98	IGHD6-19
True	968	J	98	IGHJ5
False	969	V	14	IGHV3-30
True	969	D left	14	IGHD4-11
True	969	D right	14	IGHD4-11
True	969	J	14	IGHJ6
False	970	V	22	IGHV5-a
True	970	D left	22	IGHD1-26
False	970	D right	22	IGHD1-26
True	970	J	22	IGHJ6
True	971	V	505	IGHV4-39
True	971	D left	505	IGHD2-21
True	971	D right	505	IGHD2-21
False	972	V	28	IGHV3-33
True	972	D left	28	IGHD2-15
True	972	D right	28	IGHD2-15
True	972	J	28	IGHJ4
True	973	V	89	IGHV1-2
True	973	D left	89	IGHD3-22
True	973	D right	89	IGHD3-22
True	973	J	89	IGHJ5
False	974	V	21	IGHV4-34
True	974	D left	21	IGHD5-5
False	974	D right	21	IGHD5-5
True	974	J	21	IGHJ4
True	975	V	26	IGHV5-51
True	975	D left	26	IGHD5-12
True	975	D right	26	IGHD5-12
True	975	J	26	IGHJ4
False	976	V	55	IGHV4-34
True	976	D left	55	IGHD6-13
False	976	D right	55	IGHD6-13
True	976	J	55	IGHJ5
True	977	V	75	IGHV3-49
True	977	D left	75	IGHD3-10
True	977	D right	75	IGHD3-10
True	978	V	7	IGHV5-51
True	978	D left	7	IGHD3-9
True	978	D right	7	IGHD3-9
True	978	J	7	IGHJ6
False	979	V	212	IGHV1-2
True	979	D left	212	IGHD6-6
False	979	D right	212	IGHD6-6
True	979	J	212	IGHJ6
True	980	V	50	IGHV1-24
True	980	D left	50	IGHD1-7
True	980	D right	50	IGHD1-7
True	980	J	50	IGHJ4
False	981	V	21	IGHV5-51
True	981	D left	21	IGHD2-2
True	981	D right	21	IGHD2-2
True	981	J	21	IGHJ4
True	982	V	103	IGHV4-59
True	982	D left	103	IGHD3-10
True	982	D right	103	IGHD3-10
True	982	J	103	IGHJ4
False	983	V	17	IGHV3-21
True	983	D left	17	IGHD6-6
True	983	D right	17	IGHD6-6
True	983	J	17	IGHJ6
False	984	V	52	IGHV1-69
True	984	D left	52	IGHD2-2
True	984	D right	52	IGHD2-2
True	984	J	52	IGHJ5
True	985	V	57	IGHV4-34
True	985	D left	57	IGHD3-16
True	985	D right	57	IGHD3-16
True	985	J	57	IGHJ1
False	986	V	187	IGHV3-23
True	986	D left	187	IGHD6-19
True	986	D right	187	IGHD6-19
True	986	J	187	IGHJ4
False	987	V	11	IGHV3-11
True	987	D left	11	IGHD5-24
True	987	D right	11	IGHD5-24
True	987	J	11	IGHJ4
True	988	V	312	IGHV4-59
True	988	D left	312	IGHD6-19
True	988	D right	312	IGHD6-19
True	989	V	39	IGHV4-39
True	989	D left	39	IGHD3-10
True	989	D right	39	IGHD3-10
True	989	J	39	IGHJ6
False	990	V	29	IGHV4-39
True	990	D left	29	IGHD6-13
True	990	D right	29	IGHD6-13
True	990	J	29	IGHJ6
False	991	V	15	IGHV1-69
False	991	D left	15	IGHD3-10
True	991	D right	15	IGHD3-10
True	991	J	15	IGHJ6
True	992	V	21	IGHV3-21
True	992	D left	21	IGHD5-24
True	992	D right	21	IGHD5-24
True	992	J	21	IGHJ6
True	993	V	7	IGHV6-1
True	993	D left	7	IGHD3-16
True	993	D right	7	IGHD3-16
True	993	J	7	IGHJ4
False	994	V	49	IGHV3-53
True	994	D left	49	IGHD6-25
False	994	D right	49	IGHD6-25
False	994	J	49	IGHJ2
False	995	V	22	IGHV3-53
True	995	D left	22	IGHD2-15
True	995	D right	22	IGHD2-15
True	995	J	22	IGHJ5
False	996	V	96	IGHV2-26
True	996	D left	96	IGHD2-15
True	996	D right	96	IGHD2-15
True	996	J	96	IGHJ4
False	997	V	20	IGHV1-18
True	997	D left	20	IGHD3-22
True	997	D right	20	IGHD3-22
True	997	J	20	IGHJ4
True	998	V	37	IGHV3-23
True	998	D left	37	IGHD6-19
True	998	D right	37	IGHD6-19
True	998	J	37	IGHJ4
True	999	V	16	IGHV5-51
True	999	D left	16	IGHD3-16
True	999	D right	16	IGHD3-16
True	999	J	16	IGHJ4
True	1000	V	50	IGHV4-34
True	1000	D left	50	IGHD4-11
True	1000	D right	50	IGHD4-11
True	1000	J	50	IGHJ6
True	1001	V	50	IGHV3-48
True	1001	D left	50	IGHD2-21
True	1001	D right	50	IGHD2-21
True	1001	J	50	IGHJ6
True	1002	V	25	IGHV3-23
True	1002	D left	25	IGHD3-16
True	1002	D right	25	IGHD3-16
True	1002	J	25	IGHJ4
False	1003	V	16	IGHV3-48
True	1003	D left	16	IGHD5-5
True	1003	D right	16	IGHD5-5
True	1003	J	16	IGHJ6
True	1004	V	10	IGHV4-34
True	1004	D left	10	IGHD1-26
True	1004	D right	10	IGHD1-26
True	1004	J	10	IGHJ4
False	1005	V	109	IGHV4-b
False	1005	D left	109	IGHD2-2
True	1005	D right	109	IGHD2-2
True	1005	J	109	IGHJ5
False	1006	V	132	IGHV3-30
True	1006	D left	132	IGHD3-10
True	1006	D right	132	IGHD3-10
True	1006	J	132	IGHJ4
True	1007	V	15	IGHV1-69
True	1007	D left	15	IGHD1-26
True	1007	D right	15	IGHD1-26
True	1007	J	15	IGHJ4
True	1008	V	85	IGHV3-9
True	1008	D left	85	IGHD5-5
True	1008	D right	85	IGHD5-5
False	1008	J	85	IGHJ4
True	1009	V	509	IGHV1-2
True	1009	D left	509	IGHD2-8
True	1009	D right	509	IGHD2-8
True	1009	J	509	IGHJ2
False	1010	V	383	IGHV3-30-3
True	1010	D left	383	IGHD6-6
True	1010	D right	383	IGHD6-6
False	1011	V	35	IGHV4-34
True	1011	D left	35	IGHD4-23
True	1011	D right	35	IGHD4-23
True	1011	J	35	IGHJ5
False	1012	V	76	IGHV1-18
False	1012	D left	76	IGHD4-23
True	1012	D right	76	IGHD4-23
True	1012	J	76	IGHJ5
True	1013	V	273	IGHV1-69
True	1013	D left	273	IGHD6-13
True	1013	D right	273	IGHD6-13
False	1014	V	84	IGHV6-1
True	1014	D left	84	IGHD3-16
True	1014	D right	84	IGHD3-16
False	1015	V	41	IGHV4-39
True	1015	D left	41	IGHD3-22
False	1015	D right	41	IGHD3-22
True	1015	J	41	IGHJ4
True	1016	V	109	IGHV3-7
True	1016	D left	109	IGHD5-24
False	1016	D right	109	IGHD5-24
True	1016	J	109	IGHJ4
True	1017	V	53	IGHV3-9
True	1017	J	53	IGHJ3
True	1018	V	8	IGHV5-51
False	1018	D left	8	IGHD1-26
True	1018	D right	8	IGHD1-26
False	1018	J	8	IGHJ5
True	1019	V	24	IGHV3-74
True	1019	D left	24	IGHD2-15
True	1019	D right	24	IGHD2-15
True	1019	J	24	IGHJ6
False	1020	V	616	IGHV4-39
True	1020	D left	616	IGHD3-10
True	1020	D right	616	IGHD3-10
True	1020	J	616	IGHJ5
True	1021	V	30	IGHV1-46
True	1021	D left	30	IGHD1-26
True	1021	D right	30	IGHD1-26
True	1021	J	30	IGHJ4
False	1022	V	21	IGHV1-18
True	1022	J	21	IGHJ4
False	1023	V	26	IGHV4-34
True	1023	D left	26	IGHD1-7
False	1023	D right	26	IGHD1-7
True	1023	J	26	IGHJ6
False	1024	V	39	IGHV3-21
True	1024	D left	39	IGHD2-2
True	1024	D right	39	IGHD2-2
True	1024	J	39	IGHJ6
False	1025	V	25	IGHV1-2
True	1025	D left	25	IGHD6-13
False	1025	D right	25	IGHD6-13
True	1025	J	25	IGHJ6
True	1026	V	22	IGHV5-51
True	1026	D left	22	IGHD7-27
True	1026	D right	22	IGHD7-27
True	1026	J	22	IGHJ6
True	1027	V	15	IGHV3-23
True	1027	D left	15	IGHD3-3
True	1027	D right	15	IGHD3-3
True	1027	J	15	IGHJ4
True	1028	V	206	IGHV4-34
True	1028	D left	206	IGHD6-13
False	1028	D right	206	IGHD6-13
True	1028	J	206	IGHJ4
False	1029	V	10	IGHV6-1
True	1029	D left	10	IGHD1-26
True	1029	D right	10	IGHD1-26
True	1029	J	10	IGHJ4
True	1030	V	14	IGHV3-9
True	1030	D left	14	IGHD3-16
True	1030	D right	14	IGHD3-16
True	1031	V	13	IGHV3-23
True	1031	D left	13	IGHD5-12
True	1031	D right	13	IGHD5-12
False	1031	J	13	IGHJ4
True	1032	V	75	IGHV1-18
True	1032	D left	75	IGHD2-15
True	1032	D right	75	IGHD2-15
True	1032	J	75	IGHJ6
True	1033	V	35	IGHV3-23
True	1033	D left	35	IGHD1-26
True	1033	D right	35	IGHD1-26
True	1033	J	35	IGHJ4
True	1034	V	32	IGHV4-34
True	1034	D left	32	IGHD6-19
True	1034	D right	32	IGHD6-19
True	1034	J	32	IGHJ6
True	1035	V	38	IGHV3-23
True	1035	J	38	IGHJ4
True	1036	V	13	IGHV5-51
True	1036	D left	13	IGHD3-22
True	1036	D right	13	IGHD3-22
True	1036	J	13	IGHJ5
True	1037	V	62	IGHV5-51
True	1037	D left	62	IGHD1-26
True	1037	D right	62	IGHD1-26
True	1037	J	62	IGHJ4
True	1038	V	69	IGHV4-59
True	1038	D left	69	IGHD1-26
True	1038	D right	69	IGHD1-26
True	1038	J	69	IGHJ1
True	1039	V	8	IGHV3-30
True	1039	D left	8	IGHD3-22
True	1039	D right	8	IGHD3-22
True	1039	J	8	IGHJ4
False	1040	V	56	IGHV4-34
True	1040	D left	56	IGHD6-25
True	1040	D right	56	IGHD6-25
False	1040	J	56	IGHJ6
True	1041	V	9	IGHV3-53
True	1041	D left	9	IGHD2-21
True	1041	D right	9	IGHD2-21
True	1041	J	9	IGHJ4
False	1042	V	19	IGHV4-39
True	1042	D left	19	IGHD6-19
True	1042	D right	19	IGHD6-19
True	1042	J	19	IGHJ4
False	1043	V	49	IGHV4-39
True	1043	D left	49	IGHD3-16
True	1043	D right	49	IGHD3-16
True	1043	J	49	IGHJ6
False	1044	V	56	IGHV4-30-2
True	1044	D left	56	IGHD4-17
True	1044	D right	56	IGHD4-17
True	1044	J	56	IGHJ5
True	1045	V	13	IGHV1-69
True	1045	D left	13	IGHD3-3
True	1045	D right	13	IGHD3-3
True	1045	J	13	IGHJ4
True	1046	V	17	IGHV3-21
False	1046	D left	17	IGHD3-9
True	1046	D right	17	IGHD3-9
True	1046	J	17	IGHJ6
