Clavage	N	Type	abundance	subject_id
False	10506	D left	10	IGHD6-6
False	10506	D right	10	IGHD6-6
False	10506	J	10	IGHJ6
True	10507	V	7	IGHV3-66
True	10507	D left	7	IGHD1-14
False	10507	D right	7	IGHD1-14
True	10507	J	7	IGHJ4
True	10508	V	5	IGHV5-51
True	10508	D left	5	IGHD3-16
True	10508	D right	5	IGHD3-16
False	10508	J	5	IGHJ4
False	10509	V	9	IGHV4-34
True	10509	D left	9	IGHD2-2
True	10509	D right	9	IGHD2-2
True	10509	J	9	IGHJ1
False	10510	V	14	IGHV3-21
True	10510	D left	14	IGHD2-2
True	10510	D right	14	IGHD2-2
True	10510	J	14	IGHJ6
True	10511	V	7	IGHV4-39
True	10511	D left	7	IGHD3-22
True	10511	D right	7	IGHD3-22
True	10511	J	7	IGHJ4
True	10512	V	9	IGHV3-74
True	10512	D left	9	IGHD3-16
True	10512	D right	9	IGHD3-16
True	10512	J	9	IGHJ4
True	10513	V	9	IGHV4-34
True	10513	D left	9	IGHD1-26
True	10513	D right	9	IGHD1-26
True	10513	J	9	IGHJ4
True	10514	V	9	IGHV3-23
True	10514	D left	9	IGHD1-26
False	10514	D right	9	IGHD1-26
False	10514	J	9	IGHJ4
True	10515	V	19	IGHV3-11
True	10515	D left	19	IGHD4-17
False	10515	D right	19	IGHD4-17
True	10515	J	19	IGHJ4
True	10516	V	27	IGHV3-23
True	10516	D left	27	IGHD5/OR15-5b
True	10516	D right	27	IGHD5/OR15-5b
True	10516	J	27	IGHJ2
False	10517	V	28	IGHV4-39
True	10517	D left	28	IGHD1-26
True	10517	D right	28	IGHD1-26
True	10517	J	28	IGHJ4
True	10518	V	18	IGHV5-51
True	10518	D left	18	IGHD2-8
True	10518	D right	18	IGHD2-8
True	10518	J	18	IGHJ2
False	10519	V	24	IGHV3-9
True	10519	D left	24	IGHD5-12
True	10519	D right	24	IGHD5-12
True	10519	J	24	IGHJ6
False	10520	V	15	IGHV3-66
True	10520	D left	15	IGHD3-3
True	10520	D right	15	IGHD3-3
True	10520	J	15	IGHJ6
True	10521	V	26	IGHV2-5
True	10521	D left	26	IGHD4-17
True	10521	D right	26	IGHD4-17
True	10521	J	26	IGHJ4
True	10522	V	17	IGHV3-74
True	10522	D left	17	IGHD3-10
True	10522	D right	17	IGHD3-10
True	10522	J	17	IGHJ5
False	10523	V	26	IGHV1-2
False	10523	D left	26	IGHD6-19
False	10523	D right	26	IGHD6-19
True	10523	J	26	IGHJ5
True	10524	V	16	IGHV5-51
True	10524	D left	16	IGHD5-5
True	10524	D right	16	IGHD5-5
True	10524	J	16	IGHJ6
False	10525	V	29	IGHV4-34
True	10525	D left	29	IGHD3-10
True	10525	D right	29	IGHD3-10
False	10525	J	29	IGHJ4
True	10526	V	20	IGHV5-51
True	10526	D left	20	IGHD4-23
False	10526	D right	20	IGHD4-23
True	10526	J	20	IGHJ1
False	10527	V	12	IGHV4-39
True	10527	D left	12	IGHD1-26
True	10527	D right	12	IGHD1-26
True	10527	J	12	IGHJ4
True	10528	V	14	IGHV3-7
True	10528	D left	14	IGHD1-26
True	10528	D right	14	IGHD1-26
True	10528	J	14	IGHJ4
True	10529	V	21	IGHV3-43
True	10529	D left	21	IGHD5-12
True	10529	D right	21	IGHD5-12
True	10529	J	21	IGHJ6
True	10530	V	8	IGHV3-48
True	10530	D left	8	IGHD3-16
True	10530	D right	8	IGHD3-16
True	10530	J	8	IGHJ4
False	10531	V	26	IGHV1-69
True	10531	D left	26	IGHD3-16
True	10531	D right	26	IGHD3-16
True	10531	J	26	IGHJ6
True	10532	V	6	IGHV4-34
False	10532	D left	6	IGHD3-10
True	10532	D right	6	IGHD3-10
True	10532	J	6	IGHJ5
True	10533	V	18	IGHV1-24
True	10533	D left	18	IGHD6-6
False	10533	D right	18	IGHD6-6
True	10533	J	18	IGHJ5
True	10534	V	28	IGHV5-51
True	10534	D left	28	IGHD6-25
False	10534	D right	28	IGHD6-25
True	10534	J	28	IGHJ5
True	10535	V	14	IGHV1-3
True	10535	D left	14	IGHD2-15
True	10535	D right	14	IGHD2-15
True	10535	J	14	IGHJ5
True	10536	V	25	IGHV3-7
True	10536	D left	25	IGHD6-19
False	10536	D right	25	IGHD6-19
True	10536	J	25	IGHJ4
False	10537	V	12	IGHV3-21
True	10537	D left	12	IGHD3-10
True	10537	D right	12	IGHD3-10
True	10537	J	12	IGHJ6
True	10538	V	9	IGHV5-51
True	10538	D left	9	IGHD6-6
False	10538	D right	9	IGHD6-6
True	10538	J	9	IGHJ4
False	10539	V	12	IGHV1-2
True	10539	D left	12	IGHD3-22
False	10539	D right	12	IGHD3-22
True	10539	J	12	IGHJ6
True	10540	V	24	IGHV3-53
True	10540	D left	24	IGHD5-12
True	10540	D right	24	IGHD5-12
True	10540	J	24	IGHJ6
True	10541	V	54	IGHV4-34
True	10541	D left	54	IGHD4-23
True	10541	D right	54	IGHD4-23
True	10542	V	7	IGHV4-34
True	10542	D left	7	IGHD2-2
True	10542	D right	7	IGHD2-2
True	10542	J	7	IGHJ6
True	10543	V	5	IGHV3-23
True	10543	D left	5	IGHD3-16
True	10543	D right	5	IGHD3-16
True	10543	J	5	IGHJ6
True	10544	V	9	IGHV1-8
False	10544	D left	9	IGHD3-3
True	10544	D right	9	IGHD3-3
True	10544	J	9	IGHJ6
True	10545	V	15	IGHV3-30
True	10545	D left	15	IGHD2-21
False	10545	D right	15	IGHD2-21
True	10545	J	15	IGHJ4
True	10546	V	49	IGHV6-1
True	10546	D left	49	IGHD2-15
True	10546	D right	49	IGHD2-15
True	10546	J	49	IGHJ5
False	10547	V	43	IGHV4-b
True	10547	D left	43	IGHD6-13
True	10547	D right	43	IGHD6-13
False	10547	J	43	IGHJ5
True	10548	V	23	IGHV3-72
True	10548	D left	23	IGHD3-10
True	10548	D right	23	IGHD3-10
True	10548	J	23	IGHJ6
False	10549	V	10	IGHV3-11
True	10549	D left	10	IGHD6-13
True	10549	D right	10	IGHD6-13
True	10549	J	10	IGHJ4
True	10550	V	9	IGHV3-48
True	10550	D left	9	IGHD3-22
True	10550	D right	9	IGHD3-22
True	10550	J	9	IGHJ4
True	10551	V	29	IGHV4-59
True	10551	D left	29	IGHD3-10
False	10551	D right	29	IGHD3-10
True	10551	J	29	IGHJ4
True	10552	V	33	IGHV3-11
True	10552	D left	33	IGHD5-12
True	10552	D right	33	IGHD5-12
True	10552	J	33	IGHJ4
False	10553	V	20	IGHV1-46
True	10553	D left	20	IGHD3-9
True	10553	D right	20	IGHD3-9
True	10553	J	20	IGHJ4
True	10554	V	13	IGHV3-7
True	10554	D left	13	IGHD6-19
True	10554	D right	13	IGHD6-19
True	10554	J	13	IGHJ6
True	10555	V	9	IGHV4-39
True	10555	D left	9	IGHD3-10
True	10555	D right	9	IGHD3-10
True	10555	J	9	IGHJ6
False	10556	V	20	IGHV4-34
True	10556	D left	20	IGHD5-5
True	10556	D right	20	IGHD5-5
True	10556	J	20	IGHJ4
True	10557	V	13	IGHV3-72
True	10557	D left	13	IGHD2/OR15-2b
True	10557	D right	13	IGHD2/OR15-2b
True	10557	J	13	IGHJ4
True	10558	V	20	IGHV4-31
True	10558	D left	20	IGHD3-3
True	10558	D right	20	IGHD3-3
False	10558	J	20	IGHJ4
True	10559	V	14	IGHV1-69
True	10559	D left	14	IGHD3-3
True	10559	D right	14	IGHD3-3
True	10559	J	14	IGHJ4
False	10560	V	23	IGHV1-69
True	10560	D left	23	IGHD3-3
True	10560	D right	23	IGHD3-3
True	10560	J	23	IGHJ4
True	10561	V	18	IGHV2-5
True	10561	D left	18	IGHD4-23
False	10561	D right	18	IGHD4-23
False	10562	V	11	IGHV4-34
True	10562	D left	11	IGHD5-5
True	10562	D right	11	IGHD5-5
False	10562	J	11	IGHJ4
True	10563	V	28	IGHV1-69
True	10563	D left	28	IGHD3-3
True	10563	D right	28	IGHD3-3
True	10563	J	28	IGHJ6
True	10564	V	13	IGHV3-43
True	10564	D left	13	IGHD4-23
True	10564	D right	13	IGHD4-23
True	10564	J	13	IGHJ4
True	10565	V	12	IGHV3-53
True	10565	D left	12	IGHD2-2
True	10565	D right	12	IGHD2-2
True	10565	J	12	IGHJ4
True	10566	V	6	IGHV3-23
True	10566	D left	6	IGHD4-17
False	10566	D right	6	IGHD4-17
True	10566	J	6	IGHJ2
True	10567	V	11	IGHV3-11
True	10567	D left	11	IGHD6-6
True	10567	D right	11	IGHD6-6
False	10567	J	11	IGHJ5
False	10568	V	8	IGHV4-34
True	10568	D left	8	IGHD5-5
True	10568	D right	8	IGHD5-5
True	10568	J	8	IGHJ4
True	10569	V	16	IGHV4-39
False	10569	D left	16	IGHD3-3
True	10569	D right	16	IGHD3-3
True	10569	J	16	IGHJ6
False	10570	V	10	IGHV6-1
False	10570	D left	10	IGHD6-13
False	10570	D right	10	IGHD6-13
True	10570	J	10	IGHJ6
False	10571	V	36	IGHV3-30
True	10571	D left	36	IGHD6-19
True	10571	D right	36	IGHD6-19
False	10571	J	36	IGHJ4
False	10572	V	23	IGHV4-34
True	10572	D left	23	IGHD6-6
True	10572	D right	23	IGHD6-6
True	10572	J	23	IGHJ5
False	10573	V	5	IGHV5-a
True	10573	D left	5	IGHD6-19
True	10573	D right	5	IGHD6-19
True	10573	J	5	IGHJ5
False	10574	V	18	IGHV3-52
False	10574	D left	18	IGHD3-22
True	10574	D right	18	IGHD3-22
True	10574	J	18	IGHJ6
True	10575	V	42	IGHV3-21
False	10575	D left	42	IGHD3-3
True	10575	D right	42	IGHD3-3
True	10575	J	42	IGHJ6
False	10576	V	14	IGHV3-30-3
True	10576	D left	14	IGHD6-19
False	10576	D right	14	IGHD6-19
True	10576	J	14	IGHJ4
True	10577	V	45	IGHV1-69
True	10577	D left	45	IGHD3-9
True	10577	D right	45	IGHD3-9
True	10577	J	45	IGHJ6
False	10578	V	28	IGHV4-31
True	10578	D left	28	IGHD4-17
False	10578	D right	28	IGHD4-17
True	10578	J	28	IGHJ5
False	10579	V	17	IGHV4-b
True	10579	D left	17	IGHD2-21
False	10579	D right	17	IGHD2-21
False	10579	J	17	IGHJ5
False	10580	V	48	IGHV1-3
True	10580	D left	48	IGHD6-13
False	10580	D right	48	IGHD6-13
True	10580	J	48	IGHJ2
False	10581	V	28	IGHV4-39
True	10581	D left	28	IGHD2-15
True	10581	D right	28	IGHD2-15
True	10581	J	28	IGHJ5
False	10582	V	15	IGHV3-72
True	10582	D left	15	IGHD1-26
True	10582	D right	15	IGHD1-26
True	10582	J	15	IGHJ5
True	10583	V	15	IGHV1-69
True	10583	D left	15	IGHD2-21
True	10583	D right	15	IGHD2-21
False	10583	J	15	IGHJ5
True	10584	V	5	IGHV3-72
True	10584	D left	5	IGHD3-16
True	10584	D right	5	IGHD3-16
True	10584	J	5	IGHJ4
False	10585	V	7	IGHV4-b
True	10585	D left	7	IGHD5-12
True	10585	D right	7	IGHD5-12
True	10585	J	7	IGHJ4
False	10586	V	10	IGHV3-23
False	10586	D left	10	IGHD5-5
False	10586	D right	10	IGHD5-5
True	10586	J	10	IGHJ6
True	10587	V	9	IGHV1-58
True	10587	D left	9	IGHD2-2
True	10587	D right	9	IGHD2-2
True	10587	J	9	IGHJ6
True	10588	V	19	IGHV1-69
True	10588	D left	19	IGHD2-2
True	10588	D right	19	IGHD2-2
True	10588	J	19	IGHJ6
True	10589	V	18	IGHV3-23
True	10589	J	18	IGHJ6
False	10590	V	63	IGHV3-9
True	10590	D left	63	IGHD3-9
True	10590	D right	63	IGHD3-9
True	10590	J	63	IGHJ5
True	10591	V	19	IGHV3-7
True	10591	D left	19	IGHD1-26
True	10591	D right	19	IGHD1-26
True	10591	J	19	IGHJ4
True	10592	V	86	IGHV1-69
False	10592	D left	86	IGHD3-3
True	10592	D right	86	IGHD3-3
True	10592	J	86	IGHJ6
True	10593	V	11	IGHV4-39
True	10593	D left	11	IGHD1-26
True	10593	D right	11	IGHD1-26
True	10593	J	11	IGHJ4
False	10594	V	11	IGHV3-15
True	10594	D left	11	IGHD3-9
True	10594	D right	11	IGHD3-9
True	10594	J	11	IGHJ5
True	10595	V	11	IGHV3-9
True	10595	D left	11	IGHD3-3
True	10595	D right	11	IGHD3-3
True	10595	J	11	IGHJ6
True	10596	V	15	IGHV3-11
True	10596	D left	15	IGHD1-26
True	10596	D right	15	IGHD1-26
True	10596	J	15	IGHJ4
True	10597	V	8	IGHV3-7
True	10597	D left	8	IGHD3-10
True	10597	D right	8	IGHD3-10
True	10597	J	8	IGHJ6
False	10598	V	17	IGHV3-53
True	10598	D left	17	IGHD6-13
True	10598	D right	17	IGHD6-13
True	10598	J	17	IGHJ5
True	10599	V	12	IGHV3-48
True	10599	D left	12	IGHD6-19
True	10599	D right	12	IGHD6-19
True	10599	J	12	IGHJ4
True	10600	V	21	IGHV3-72
True	10600	D left	21	IGHD6-19
True	10600	D right	21	IGHD6-19
True	10600	J	21	IGHJ6
True	10601	V	38	IGHV4-34
True	10601	D left	38	IGHD6-19
False	10601	D right	38	IGHD6-19
True	10601	J	38	IGHJ6
False	10602	V	21	IGHV3-48
True	10602	D left	21	IGHD3-10
True	10602	D right	21	IGHD3-10
True	10602	J	21	IGHJ5
True	10603	V	11	IGHV1-24
True	10603	D left	11	IGHD3-16
True	10603	D right	11	IGHD3-16
True	10603	J	11	IGHJ4
False	10604	V	20	IGHV4-34
True	10604	D left	20	IGHD3-10
True	10604	D right	20	IGHD3-10
True	10604	J	20	IGHJ6
True	10605	V	24	IGHV4-34
True	10605	D left	24	IGHD6-19
True	10605	D right	24	IGHD6-19
False	10605	J	24	IGHJ4
True	10606	V	11	IGHV3-48
True	10606	D left	11	IGHD3-10
True	10606	D right	11	IGHD3-10
True	10606	J	11	IGHJ6
True	10607	V	17	IGHV3-23
True	10607	D left	17	IGHD6-19
True	10607	D right	17	IGHD6-19
True	10607	J	17	IGHJ4
False	10608	V	10	IGHV5-a
True	10608	D left	10	IGHD6-19
True	10608	D right	10	IGHD6-19
False	10608	J	10	IGHJ4
False	10609	V	6	IGHV1-2
False	10609	D left	6	IGHD5-5
True	10609	D right	6	IGHD5-5
True	10610	V	21	IGHV4-39
True	10610	D left	21	IGHD4-17
True	10610	D right	21	IGHD4-17
True	10610	J	21	IGHJ4
True	10611	V	10	IGHV3-48
False	10611	D left	10	IGHD2-21
True	10611	D right	10	IGHD2-21
True	10611	J	10	IGHJ4
False	10612	V	8	IGHV3-43
True	10612	D left	8	IGHD2-21
True	10612	D right	8	IGHD2-21
True	10612	J	8	IGHJ4
True	10613	V	12	IGHV3-23
True	10613	D left	12	IGHD3-3
True	10613	D right	12	IGHD3-3
False	10613	J	12	IGHJ4
True	10614	V	10	IGHV1-69
True	10614	D left	10	IGHD4-23
True	10614	D right	10	IGHD4-23
True	10614	J	10	IGHJ6
True	10615	V	15	IGHV3-30
True	10615	D left	15	IGHD3-3
True	10615	D right	15	IGHD3-3
True	10615	J	15	IGHJ4
True	10616	V	13	IGHV3-48
True	10616	D left	13	IGHD2-15
True	10616	D right	13	IGHD2-15
True	10616	J	13	IGHJ5
False	10617	V	25	IGHV3-15
True	10617	D left	25	IGHD3-16
True	10617	D right	25	IGHD3-16
True	10617	J	25	IGHJ4
True	10618	V	26	IGHV1-18
True	10618	D left	26	IGHD5-24
True	10618	D right	26	IGHD5-24
True	10618	J	26	IGHJ4
True	10619	V	25	IGHV4-59
True	10619	D left	25	IGHD2-21
True	10619	D right	25	IGHD2-21
True	10619	J	25	IGHJ4
True	10620	V	60	IGHV3-48
True	10620	D left	60	IGHD2-21
True	10620	D right	60	IGHD2-21
True	10620	J	60	IGHJ6
False	10621	V	12	IGHV3-23
True	10621	D left	12	IGHD1-1
True	10621	D right	12	IGHD1-1
True	10621	J	12	IGHJ4
True	10622	V	9	IGHV4-39
True	10622	D left	9	IGHD1-1
False	10622	D right	9	IGHD1-1
True	10622	J	9	IGHJ4
True	10623	V	35	IGHV4-59
True	10623	D left	35	IGHD4-23
False	10623	D right	35	IGHD4-23
True	10623	J	35	IGHJ4
False	10624	V	22	IGHV3-23
True	10624	D left	22	IGHD3-10
True	10624	D right	22	IGHD3-10
True	10624	J	22	IGHJ4
True	10625	V	21	IGHV1-69
True	10625	D left	21	IGHD3-16
True	10625	D right	21	IGHD3-16
True	10625	J	21	IGHJ4
False	10626	V	10	IGHV3-9
False	10626	D left	10	IGHD5-12
True	10626	D right	10	IGHD5-12
True	10626	J	10	IGHJ4
False	10627	V	17	IGHV5-51
True	10627	D left	17	IGHD3-3
True	10627	D right	17	IGHD3-3
True	10627	J	17	IGHJ6
True	10628	V	19	IGHV3-15
True	10628	D left	19	IGHD1/OR15-1b
True	10628	D right	19	IGHD1/OR15-1b
True	10628	J	19	IGHJ4
False	10629	V	6	IGHV5-51
True	10629	D left	6	IGHD2/OR15-2b
True	10629	D right	6	IGHD2/OR15-2b
True	10629	J	6	IGHJ4
False	10630	V	7	IGHV3-15
True	10630	D left	7	IGHD2-15
True	10630	D right	7	IGHD2-15
True	10630	J	7	IGHJ6
True	10631	V	11	IGHV4-31
False	10631	D left	11	IGHD3-3
True	10631	D right	11	IGHD3-3
False	10631	J	11	IGHJ6
False	10632	V	49	IGHV1-18
True	10632	D left	49	IGHD1-26
True	10632	D right	49	IGHD1-26
True	10632	J	49	IGHJ6
True	10633	V	14	IGHV3-48
True	10633	D left	14	IGHD3-10
True	10633	D right	14	IGHD3-10
True	10633	J	14	IGHJ4
False	10634	V	8	IGHV3-23
True	10634	D left	8	IGHD2/OR15-2b
True	10634	D right	8	IGHD2/OR15-2b
True	10635	V	15	IGHV1-24
True	10635	D left	15	IGHD2-15
True	10635	D right	15	IGHD2-15
True	10635	J	15	IGHJ5
False	10636	V	12	IGHV3-49
True	10636	D left	12	IGHD2-2
True	10636	D right	12	IGHD2-2
True	10636	J	12	IGHJ4
True	10637	V	7	IGHV5-51
True	10637	D left	7	IGHD3-22
True	10637	D right	7	IGHD3-22
True	10637	J	7	IGHJ4
False	10638	V	6	IGHV3-30-3
True	10638	D left	6	IGHD3-3
True	10638	D right	6	IGHD3-3
True	10638	J	6	IGHJ4
True	10639	V	7	IGHV4-39
False	10639	D left	7	IGHD5-5
True	10639	D right	7	IGHD5-5
True	10639	J	7	IGHJ4
False	10640	V	24	IGHV1-18
True	10640	D left	24	IGHD1-14
True	10640	D right	24	IGHD1-14
True	10640	J	24	IGHJ6
True	10641	V	6	IGHV3-23
True	10641	D left	6	IGHD5-12
True	10641	D right	6	IGHD5-12
True	10641	J	6	IGHJ4
False	10642	V	8	IGHV3-23
True	10642	D left	8	IGHD3-16
True	10642	D right	8	IGHD3-16
True	10642	J	8	IGHJ5
False	10643	V	28	IGHV1-2
True	10643	D left	28	IGHD3-10
True	10643	D right	28	IGHD3-10
True	10643	J	28	IGHJ6
True	10644	V	15	IGHV1-69
True	10644	D left	15	IGHD6-13
True	10644	D right	15	IGHD6-13
True	10644	J	15	IGHJ6
True	10645	V	11	IGHV3-66
True	10645	D left	11	IGHD3-22
False	10645	D right	11	IGHD3-22
True	10645	J	11	IGHJ6
False	10646	V	29	IGHV5-a
False	10646	D left	29	IGHD6-19
True	10646	D right	29	IGHD6-19
True	10646	J	29	IGHJ4
True	10647	V	20	IGHV3-23
False	10647	D left	20	IGHD3-22
True	10647	D right	20	IGHD3-22
True	10647	J	20	IGHJ4
False	10648	V	19	IGHV4-30-4
True	10648	D left	19	IGHD3-3
True	10648	D right	19	IGHD3-3
True	10648	J	19	IGHJ4
True	10649	V	18	IGHV1-46
True	10649	D left	18	IGHD4-17
False	10649	D right	18	IGHD4-17
True	10649	J	18	IGHJ6
True	10650	V	20	IGHV3-48
True	10650	D left	20	IGHD3-16
True	10650	D right	20	IGHD3-16
True	10650	J	20	IGHJ4
True	10651	V	13	IGHV2-5
True	10651	D left	13	IGHD3-22
True	10651	D right	13	IGHD3-22
True	10651	J	13	IGHJ4
True	10652	V	19	IGHV4-34
True	10652	D left	19	IGHD3-3
True	10652	D right	19	IGHD3-3
True	10652	J	19	IGHJ4
True	10653	V	14	IGHV3-15
False	10653	D left	14	IGHD4-17
False	10653	D right	14	IGHD4-17
True	10653	J	14	IGHJ4
False	10654	V	15	IGHV3-21
True	10654	D left	15	IGHD3-22
False	10654	D right	15	IGHD3-22
False	10654	J	15	IGHJ5
True	10655	V	14	IGHV4-61
True	10655	D left	14	IGHD6-6
True	10655	D right	14	IGHD6-6
True	10655	J	14	IGHJ4
False	10656	V	9	IGHV3-7
True	10656	D left	9	IGHD3-9
True	10656	D right	9	IGHD3-9
True	10656	J	9	IGHJ4
True	10657	V	8	IGHV3-21
True	10657	D left	8	IGHD4-17
False	10657	D right	8	IGHD4-17
True	10657	J	8	IGHJ6
True	10658	V	21	IGHV1-69
True	10658	D left	21	IGHD5-12
True	10658	D right	21	IGHD5-12
True	10658	J	21	IGHJ6
True	10659	V	12	IGHV4-34
True	10659	D left	12	IGHD2-15
True	10659	D right	12	IGHD2-15
True	10659	J	12	IGHJ6
False	10660	V	24	IGHV4-39
True	10660	D left	24	IGHD5-12
False	10660	D right	24	IGHD5-12
True	10660	J	24	IGHJ4
True	10661	V	18	IGHV1-8
True	10661	D left	18	IGHD3-10
True	10661	D right	18	IGHD3-10
True	10661	J	18	IGHJ4
True	10662	V	7	IGHV3-30
True	10662	D left	7	IGHD1-7
True	10662	D right	7	IGHD1-7
True	10662	J	7	IGHJ4
False	10663	V	52	IGHV3-7
True	10663	D left	52	IGHD3-3
True	10663	D right	52	IGHD3-3
True	10663	J	52	IGHJ4
False	10664	V	6	IGHV3-23
True	10664	D left	6	IGHD1-26
True	10664	D right	6	IGHD1-26
True	10664	J	6	IGHJ2
True	10665	V	35	IGHV3-7
True	10665	D left	35	IGHD1-26
False	10665	D right	35	IGHD1-26
True	10665	J	35	IGHJ4
True	10666	V	21	IGHV4-39
True	10666	D left	21	IGHD3-10
True	10666	D right	21	IGHD3-10
True	10666	J	21	IGHJ6
False	10667	V	16	IGHV3-30
True	10667	D left	16	IGHD3/OR15-3b
True	10667	D right	16	IGHD3/OR15-3b
True	10667	J	16	IGHJ5
True	10668	V	13	IGHV3-23
True	10668	D left	13	IGHD6-19
False	10668	D right	13	IGHD6-19
False	10668	J	13	IGHJ4
False	10669	V	14	IGHV4-39
True	10669	D left	14	IGHD3-3
True	10669	D right	14	IGHD3-3
True	10669	J	14	IGHJ6
False	10670	V	26	IGHV1-8
True	10670	D left	26	IGHD3-16
True	10670	D right	26	IGHD3-16
True	10670	J	26	IGHJ5
False	10671	V	50	IGHV1-69
True	10671	D left	50	IGHD6-6
True	10671	D right	50	IGHD6-6
True	10671	J	50	IGHJ5
True	10672	V	6	IGHV3-48
True	10672	D left	6	IGHD3-16
True	10672	D right	6	IGHD3-16
True	10672	J	6	IGHJ4
False	10673	V	21	IGHV4-39
True	10673	D left	21	IGHD2-15
True	10673	D right	21	IGHD2-15
True	10673	J	21	IGHJ5
True	10674	V	17	IGHV2-26
True	10674	D left	17	IGHD3-22
False	10674	D right	17	IGHD3-22
False	10675	V	10	IGHV3-30
True	10675	D left	10	IGHD5-5
True	10675	D right	10	IGHD5-5
False	10675	J	10	IGHJ6
False	10676	V	23	IGHV3-23
True	10676	D left	23	IGHD5-24
True	10676	D right	23	IGHD5-24
True	10676	J	23	IGHJ4
True	10677	V	28	IGHV4-30-4
True	10677	D left	28	IGHD1-1
True	10677	D right	28	IGHD1-1
True	10677	J	28	IGHJ4
True	10678	V	21	IGHV3-23
True	10678	D left	21	IGHD3-10
True	10678	D right	21	IGHD3-10
True	10678	J	21	IGHJ4
True	10679	V	19	IGHV3-30
True	10679	D left	19	IGHD6-6
True	10679	D right	19	IGHD6-6
False	10679	J	19	IGHJ4
True	10680	V	9	IGHV2-5
True	10680	D left	9	IGHD6-6
False	10680	D right	9	IGHD6-6
True	10680	J	9	IGHJ4
True	10681	V	12	IGHV1-3
True	10681	D left	12	IGHD3-22
True	10681	D right	12	IGHD3-22
True	10681	J	12	IGHJ4
False	10682	V	12	IGHV3-21
True	10682	D left	12	IGHD1-26
True	10682	D right	12	IGHD1-26
True	10682	J	12	IGHJ4
True	10683	V	5	IGHV3-23
False	10683	D left	5	IGHD3-10
True	10683	D right	5	IGHD3-10
True	10683	J	5	IGHJ5
True	10684	V	10	IGHV2-70
True	10684	D left	10	IGHD3-10
True	10684	D right	10	IGHD3-10
True	10684	J	10	IGHJ4
True	10685	V	12	IGHV3-21
True	10685	D left	12	IGHD1-14
False	10685	D right	12	IGHD1-14
True	10685	J	12	IGHJ6
False	10686	V	27	IGHV3-33
True	10686	D left	27	IGHD6-19
False	10686	D right	27	IGHD6-19
False	10686	J	27	IGHJ4
True	10687	V	12	IGHV1-18
True	10687	D left	12	IGHD6-19
True	10687	D right	12	IGHD6-19
True	10687	J	12	IGHJ6
True	10688	V	17	IGHV1-3
True	10688	D left	17	IGHD1-26
True	10688	D right	17	IGHD1-26
False	10688	J	17	IGHJ1
True	10689	V	19	IGHV5-51
True	10689	D left	19	IGHD1-14
False	10689	D right	19	IGHD1-14
True	10689	J	19	IGHJ6
False	10690	V	8	IGHV3-15
True	10690	D left	8	IGHD3-22
False	10690	D right	8	IGHD3-22
True	10690	J	8	IGHJ4
False	10691	V	7	IGHV3-23
True	10691	D left	7	IGHD3-9
True	10691	D right	7	IGHD3-9
True	10691	J	7	IGHJ5
True	10692	V	33	IGHV4-34
True	10692	D left	33	IGHD3-3
True	10692	D right	33	IGHD3-3
True	10692	J	33	IGHJ6
False	10693	V	16	IGHV5-51
True	10693	D left	16	IGHD6-6
False	10693	D right	16	IGHD6-6
True	10693	J	16	IGHJ6
False	10694	V	11	IGHV3-49
True	10694	D left	11	IGHD3-22
True	10694	D right	11	IGHD3-22
True	10694	J	11	IGHJ4
True	10695	V	25	IGHV3-21
True	10695	D left	25	IGHD6-19
True	10695	D right	25	IGHD6-19
False	10695	J	25	IGHJ6
False	10696	V	10	IGHV1-2
True	10696	D left	10	IGHD2-15
True	10696	D right	10	IGHD2-15
True	10696	J	10	IGHJ4
True	10697	V	12	IGHV3-23
True	10697	D left	12	IGHD6-13
True	10697	D right	12	IGHD6-13
True	10697	J	12	IGHJ4
True	10698	V	9	IGHV3-48
True	10698	D left	9	IGHD2-21
True	10698	D right	9	IGHD2-21
True	10698	J	9	IGHJ6
False	10699	V	16	IGHV4-39
True	10699	D left	16	IGHD5-24
True	10699	D right	16	IGHD5-24
True	10699	J	16	IGHJ4
True	10700	V	47	IGHV1-46
False	10700	D left	47	IGHD6-19
True	10700	D right	47	IGHD6-19
True	10700	J	47	IGHJ4
False	10701	V	19	IGHV4-34
True	10701	D left	19	IGHD3-3
True	10701	D right	19	IGHD3-3
True	10701	J	19	IGHJ6
False	10702	V	28	IGHV1-24
True	10702	D left	28	IGHD1-26
False	10702	D right	28	IGHD1-26
True	10702	J	28	IGHJ6
False	10703	V	14	IGHV3-11
True	10703	D left	14	IGHD3-3
True	10703	D right	14	IGHD3-3
True	10703	J	14	IGHJ4
True	10704	V	23	IGHV4-39
False	10704	D left	23	IGHD5-24
True	10704	D right	23	IGHD5-24
False	10704	J	23	IGHJ5
True	10705	V	31	IGHV4-34
True	10705	D left	31	IGHD2-21
True	10705	D right	31	IGHD2-21
True	10705	J	31	IGHJ1
False	10706	V	17	IGHV3-21
True	10706	D left	17	IGHD6-19
True	10706	D right	17	IGHD6-19
True	10706	J	17	IGHJ4
True	10707	V	15	IGHV3-30-3
True	10707	D left	15	IGHD2-2
True	10707	D right	15	IGHD2-2
True	10707	J	15	IGHJ4
True	10708	V	24	IGHV1-18
False	10708	D left	24	IGHD3-10
True	10708	D right	24	IGHD3-10
True	10708	J	24	IGHJ6
True	10709	V	31	IGHV4-39
True	10709	D left	31	IGHD3-22
